E=500.000000000000
    1.00   0.90258E+07   0.20499E-08
    1.10   0.61654E+07   0.32179E-08
    1.20   0.43524E+07   0.46086E-08
    1.30   0.31585E+07   0.62239E-08
    1.40   0.23465E+07   0.80648E-08
    1.50   0.17787E+07   0.10131E-07
    1.60   0.13721E+07   0.12423E-07
    1.70   0.10748E+07   0.14938E-07
    1.80   0.85339E+06   0.17676E-07
    1.90   0.68579E+06   0.20634E-07
    2.00   0.55706E+06   0.23811E-07
    2.10   0.45690E+06   0.27204E-07
    2.20   0.37803E+06   0.30811E-07
    2.30   0.31527E+06   0.34630E-07
    2.40   0.26483E+06   0.38659E-07
    2.50   0.22393E+06   0.42894E-07
    2.60   0.19050E+06   0.47333E-07
    2.70   0.16297E+06   0.51974E-07
    2.80   0.14013E+06   0.56814E-07
    2.90   0.12107E+06   0.61852E-07
    3.00   0.10506E+06   0.67083E-07
    3.10   0.91544E+05   0.72507E-07
    3.20   0.80071E+05   0.78121E-07
    3.30   0.70285E+05   0.83922E-07
    3.40   0.61900E+05   0.89908E-07
    3.50   0.54685E+05   0.96078E-07
    3.60   0.48452E+05   0.10243E-06
    3.70   0.43047E+05   0.10896E-06
    3.80   0.38344E+05   0.11566E-06
    3.90   0.34237E+05   0.12254E-06
    4.00   0.30639E+05   0.12959E-06
    4.10   0.27479E+05   0.13681E-06
    4.20   0.24694E+05   0.14421E-06
    4.30   0.22235E+05   0.15176E-06
    4.40   0.20056E+05   0.15948E-06
    4.50   0.18122E+05   0.16737E-06
    4.60   0.16401E+05   0.17541E-06
    4.70   0.14867E+05   0.18362E-06
    4.80   0.13495E+05   0.19198E-06
    4.90   0.12267E+05   0.20049E-06
    5.00   0.11166E+05   0.20916E-06
    5.10   0.10176E+05   0.21798E-06
    5.20   0.92847E+04   0.22695E-06
    5.30   0.84811E+04   0.23607E-06
    5.40   0.77553E+04   0.24534E-06
    5.50   0.70989E+04   0.25475E-06
    5.60   0.65043E+04   0.26430E-06
    5.70   0.59650E+04   0.27399E-06
    5.80   0.54752E+04   0.28383E-06
    5.90   0.50297E+04   0.29380E-06
    6.00   0.46242E+04   0.30390E-06
    6.10   0.42546E+04   0.31414E-06
    6.20   0.39173E+04   0.32451E-06
    6.30   0.36092E+04   0.33501E-06
    6.40   0.33275E+04   0.34564E-06
    6.50   0.30697E+04   0.35640E-06
    6.60   0.28335E+04   0.36728E-06
    6.70   0.26169E+04   0.37828E-06
    6.80   0.24182E+04   0.38941E-06
    6.90   0.22356E+04   0.40065E-06
    7.00   0.20678E+04   0.41201E-06
    7.10   0.19135E+04   0.42348E-06
    7.20   0.17714E+04   0.43507E-06
    7.30   0.16405E+04   0.44677E-06
    7.40   0.15199E+04   0.45857E-06
    7.50   0.14086E+04   0.47048E-06
    7.60   0.13059E+04   0.48250E-06
    7.70   0.12111E+04   0.49462E-06
    7.80   0.11235E+04   0.50683E-06
    7.90   0.10425E+04   0.51914E-06
    8.00   0.96764E+03   0.53155E-06
    8.10   0.89834E+03   0.54405E-06
    8.20   0.83419E+03   0.55663E-06
    8.30   0.77477E+03   0.56930E-06
    8.40   0.71973E+03   0.58206E-06
    8.50   0.66871E+03   0.59490E-06
    8.60   0.62140E+03   0.60781E-06
    8.70   0.57752E+03   0.62080E-06
    8.80   0.53681E+03   0.63385E-06
    8.90   0.49902E+03   0.64698E-06
    9.00   0.46394E+03   0.66017E-06
    9.10   0.43136E+03   0.67342E-06
    9.20   0.40110E+03   0.68673E-06
    9.30   0.37299E+03   0.70009E-06
    9.40   0.34686E+03   0.71350E-06
    9.50   0.32257E+03   0.72696E-06
    9.60   0.29999E+03   0.74046E-06
    9.70   0.27899E+03   0.75399E-06
    9.80   0.25946E+03   0.76756E-06
    9.90   0.24129E+03   0.78115E-06
   10.00   0.22439E+03   0.79477E-06
   10.10   0.20867E+03   0.80841E-06
   10.20   0.19404E+03   0.82205E-06
   10.30   0.18042E+03   0.83571E-06
   10.40   0.16775E+03   0.84936E-06
   10.50   0.15596E+03   0.86301E-06
   10.60   0.14498E+03   0.87664E-06
   10.70   0.13476E+03   0.89026E-06
   10.80   0.12525E+03   0.90386E-06
   10.90   0.11640E+03   0.91742E-06
   11.00   0.10816E+03   0.93094E-06
   11.10   0.10049E+03   0.94442E-06
   11.20   0.93346E+02   0.95783E-06
   11.30   0.86699E+02   0.97119E-06
   11.40   0.80513E+02   0.98447E-06
   11.50   0.74756E+02   0.99767E-06
   11.60   0.69399E+02   0.10108E-05
   11.70   0.64414E+02   0.10238E-05
   11.80   0.59775E+02   0.10367E-05
   11.90   0.55460E+02   0.10494E-05
   12.00   0.51446E+02   0.10621E-05
   12.10   0.47712E+02   0.10746E-05
   12.20   0.44240E+02   0.10869E-05
   12.30   0.41012E+02   0.10991E-05
   12.40   0.38011E+02   0.11110E-05
   12.50   0.35222E+02   0.11228E-05
   12.60   0.32630E+02   0.11344E-05
   12.70   0.30221E+02   0.11457E-05
   12.80   0.27984E+02   0.11568E-05
   12.90   0.25907E+02   0.11676E-05
   13.00   0.23978E+02   0.11781E-05
   13.10   0.22188E+02   0.11884E-05
   13.20   0.20526E+02   0.11983E-05
   13.30   0.18985E+02   0.12079E-05
   13.40   0.17556E+02   0.12172E-05
   13.50   0.16230E+02   0.12260E-05
   13.60   0.15002E+02   0.12345E-05
   13.70   0.13864E+02   0.12426E-05
   13.80   0.12810E+02   0.12503E-05
   13.90   0.11834E+02   0.12576E-05
   14.00   0.10931E+02   0.12643E-05
   14.10   0.10095E+02   0.12706E-05
   14.20   0.93218E+01   0.12765E-05
   14.30   0.86072E+01   0.12818E-05
   14.40   0.79468E+01   0.12866E-05
   14.50   0.73368E+01   0.12908E-05
   14.60   0.67735E+01   0.12946E-05
   14.70   0.62537E+01   0.12978E-05
   14.80   0.57742E+01   0.13005E-05
   14.90   0.53320E+01   0.13026E-05
   15.00   0.49245E+01   0.13042E-05
E=550.000000000000
    1.00   0.74547E+07   0.31966E-08
    1.10   0.50903E+07   0.47304E-08
    1.20   0.35919E+07   0.65350E-08
    1.30   0.26053E+07   0.86115E-08
    1.40   0.19343E+07   0.10960E-07
    1.50   0.14653E+07   0.13579E-07
    1.60   0.11295E+07   0.16466E-07
    1.70   0.88401E+06   0.19621E-07
    1.80   0.70128E+06   0.23040E-07
    1.90   0.56300E+06   0.26721E-07
    2.00   0.45685E+06   0.30660E-07
    2.10   0.37428E+06   0.34854E-07
    2.20   0.30930E+06   0.39301E-07
    2.30   0.25762E+06   0.43996E-07
    2.40   0.21612E+06   0.48937E-07
    2.50   0.18249E+06   0.54121E-07
    2.60   0.15501E+06   0.59543E-07
    2.70   0.13240E+06   0.65202E-07
    2.80   0.11366E+06   0.71093E-07
    2.90   0.98033E+05   0.77214E-07
    3.00   0.84920E+05   0.83562E-07
    3.10   0.73858E+05   0.90133E-07
    3.20   0.64478E+05   0.96925E-07
    3.30   0.56485E+05   0.10393E-06
    3.40   0.49644E+05   0.11116E-06
    3.50   0.43764E+05   0.11860E-06
    3.60   0.38691E+05   0.12624E-06
    3.70   0.34297E+05   0.13410E-06
    3.80   0.30478E+05   0.14215E-06
    3.90   0.27148E+05   0.15041E-06
    4.00   0.24235E+05   0.15887E-06
    4.10   0.21680E+05   0.16752E-06
    4.20   0.19432E+05   0.17637E-06
    4.30   0.17449E+05   0.18541E-06
    4.40   0.15696E+05   0.19464E-06
    4.50   0.14142E+05   0.20406E-06
    4.60   0.12762E+05   0.21366E-06
    4.70   0.11533E+05   0.22344E-06
    4.80   0.10438E+05   0.23340E-06
    4.90   0.94582E+04   0.24354E-06
    5.00   0.85813E+04   0.25385E-06
    5.10   0.77949E+04   0.26434E-06
    5.20   0.70884E+04   0.27500E-06
    5.30   0.64527E+04   0.28582E-06
    5.40   0.58799E+04   0.29681E-06
    5.50   0.53630E+04   0.30796E-06
    5.60   0.48959E+04   0.31928E-06
    5.70   0.44732E+04   0.33075E-06
    5.80   0.40903E+04   0.34238E-06
    5.90   0.37429E+04   0.35416E-06
    6.00   0.34275E+04   0.36609E-06
    6.10   0.31408E+04   0.37817E-06
    6.20   0.28799E+04   0.39040E-06
    6.30   0.26423E+04   0.40277E-06
    6.40   0.24256E+04   0.41528E-06
    6.50   0.22279E+04   0.42792E-06
    6.60   0.20473E+04   0.44071E-06
    6.70   0.18823E+04   0.45362E-06
    6.80   0.17313E+04   0.46666E-06
    6.90   0.15931E+04   0.47983E-06
    7.00   0.14664E+04   0.49313E-06
    7.10   0.13504E+04   0.50654E-06
    7.20   0.12439E+04   0.52007E-06
    7.30   0.11462E+04   0.53371E-06
