2.780000 0.000000
2.795000 0.000000
2.810000 0.000000
2.825000 0.000000
2.840000 0.000000
2.855000 0.000000
2.870000 0.000000
2.885000 0.000000
2.900000 0.000000
2.915000 0.000000
2.930000 0.000000
2.945000 0.000000
2.960000 0.000000
2.975000 0.000000
2.990000 0.000000
3.005000 0.000000
3.020000 0.000000
3.035000 0.000000
3.050000 0.000000
3.065000 0.000000
3.080000 0.000000
3.095000 0.000000
3.110000 0.000000
3.125000 0.000000
3.140000 0.000000
3.155000 0.000000
3.170000 0.000000
3.185000 0.000000
3.200000 0.000000
3.215000 0.000000
3.230000 0.000000
3.245000 0.000000
3.260000 0.000000
3.275000 0.000000
3.290000 0.000000
3.305000 0.000000
3.320000 0.000000
3.335000 0.000000
3.350000 0.000000
3.365000 0.000000
3.380000 0.000000
3.395000 0.000000
3.410000 0.000000
3.425000 0.000000
3.440000 0.000000
3.455000 0.000000
3.470000 0.000000
3.485000 0.000000
3.500000 0.000000
3.515000 0.000000
3.530000 0.000000
3.545000 0.000000
3.560000 0.000000
3.575000 0.000000
3.590000 0.000009
3.605000 0.000010
3.620000 0.000013
3.635000 0.000014
3.650000 0.000013
3.665000 0.000014
3.680000 0.000019
3.695000 0.000017
3.710000 0.000019
3.725000 0.000021
3.740000 0.000021
3.755000 0.000025
3.770000 0.000022
3.785000 0.000027
3.800000 0.000031
3.815000 0.000033
3.830000 0.000034
3.845000 0.000040
3.860000 0.000048
3.875000 0.000050
3.890000 0.000055
3.905000 0.000062
3.920000 0.000069
3.935000 0.000080
3.950000 0.000084
3.965000 0.000092
3.980000 0.000111
3.995000 0.000116
4.010000 0.000131
4.025000 0.000158
4.040000 0.000167
4.055000 0.000193
4.070000 0.000216
4.085000 0.000247
4.100000 0.000274
4.115000 0.000317
4.130000 0.000327
4.145000 0.000368
4.160000 0.000433
4.175000 0.000477
4.190000 0.000522
4.205000 0.000581
4.220000 0.000640
4.235000 0.000702
4.250000 0.000775
4.265000 0.000856
4.280000 0.000919
4.295000 0.001012
4.310000 0.001131
4.325000 0.001203
4.340000 0.001310
4.355000 0.001461
4.370000 0.001557
4.385000 0.001644
4.400000 0.001778
4.415000 0.001954
4.430000 0.002024
4.445000 0.002195
4.460000 0.002346
4.475000 0.002467
4.490000 0.002618
4.505000 0.002735
4.520000 0.002908
4.535000 0.003045
4.550000 0.003234
4.565000 0.003341
4.580000 0.003522
4.595000 0.003642
4.610000 0.003893
4.625000 0.003931
4.640000 0.004190
4.655000 0.004288
4.670000 0.004374
4.685000 0.004539
4.700000 0.004678
4.715000 0.004843
4.730000 0.004967
4.745000 0.005026
4.760000 0.005194
4.775000 0.005302
4.790000 0.005506
4.805000 0.005629
4.820000 0.005695
4.835000 0.005818
4.850000 0.005951
4.865000 0.005989
4.880000 0.006026
4.895000 0.006233
4.910000 0.006115
4.925000 0.006326
4.940000 0.006492
4.955000 0.006499
4.970000 0.006489
4.985000 0.006607
5.000000 0.006805
5.015000 0.006773
5.030000 0.006881
5.045000 0.006997
5.060000 0.006993
5.075000 0.007046
5.090000 0.007102
5.105000 0.007183
5.120000 0.007333
5.135000 0.007342
5.150000 0.007328
5.165000 0.007386
5.180000 0.007331
5.195000 0.007565
5.210000 0.007535
5.225000 0.007623
5.240000 0.007584
5.255000 0.007638
5.270000 0.007701
5.285000 0.007804
5.300000 0.007844
5.315000 0.007914
5.330000 0.007908
5.345000 0.007910
5.360000 0.007917
5.375000 0.008056
5.390000 0.008116
5.405000 0.008006
5.420000 0.008076
5.435000 0.008068
5.450000 0.008150
5.465000 0.008114
5.480000 0.008097
5.495000 0.008014
5.510000 0.008011
5.525000 0.008158
5.540000 0.008147
5.555000 0.008207
5.570000 0.008166
5.585000 0.008198
5.600000 0.008299
5.615000 0.008100
5.630000 0.008143
5.645000 0.008188
5.660000 0.008114
5.675000 0.008085
5.690000 0.008086
5.705000 0.008072
5.720000 0.008159
5.735000 0.007966
5.750000 0.007923
5.765000 0.007924
5.780000 0.007985
5.795000 0.007840
5.810000 0.007729
5.825000 0.007735
5.840000 0.007702
5.855000 0.007555
5.870000 0.007504
5.885000 0.007409
5.900000 0.007369
5.915000 0.007335
5.930000 0.007194
5.945000 0.007131
5.960000 0.007093
5.975000 0.006972
5.990000 0.006817
6.005000 0.006653
6.020000 0.006575
6.035000 0.006481
6.050000 0.006445
6.065000 0.006290
6.080000 0.006182
