E=500
    1.00   0.24638E+08  -0.47618E-05  -0.49286E-08  -0.47349E-05   0.17431E-01
    1.20   0.11956E+08   0.36883E-05  -0.41697E-08   0.37167E-05   0.20931E-01
    1.40   0.64863E+07   0.37291E-06  -0.21808E-08   0.34758E-06   0.24407E-01
    1.60   0.38159E+07  -0.15759E-06   0.10730E-08  -0.24425E-06   0.27890E-01
    1.80   0.23866E+07  -0.22678E-06   0.55790E-08  -0.22184E-06   0.31380E-01
    2.00   0.15657E+07  -0.16049E-06   0.11297E-07  -0.16323E-06   0.34866E-01
    2.20   0.10670E+07   0.50619E-06   0.18172E-07   0.38628E-06   0.38348E-01
    2.40   0.75012E+06   0.27134E-06   0.26142E-07   0.14911E-06   0.41833E-01
    2.60   0.54104E+06  -0.23526E-06   0.35143E-07  -0.32688E-06   0.45318E-01
    2.80   0.39872E+06   0.16903E-06   0.45110E-07   0.50995E-08   0.48801E-01
    3.00   0.29923E+06   0.50160E-06   0.55982E-07   0.26627E-06   0.52283E-01
    3.20   0.22808E+06   0.15185E-06   0.67700E-07  -0.97371E-07   0.55766E-01
    3.40   0.17620E+06   0.73690E-07   0.80208E-07  -0.21705E-06   0.59247E-01
    3.60   0.13771E+06   0.43312E-06   0.93455E-07   0.65781E-07   0.62728E-01
    3.80   0.10873E+06   0.46162E-06   0.10739E-06   0.34090E-07   0.66207E-01
    4.00   0.86608E+05   0.26830E-06   0.12197E-06  -0.21603E-06   0.69687E-01
    4.20   0.69531E+05   0.39764E-06   0.13715E-06  -0.15976E-06   0.73165E-01
    4.40   0.56208E+05   0.60311E-06   0.15288E-06  -0.30688E-07   0.76642E-01
    4.60   0.45717E+05   0.54746E-06   0.16912E-06  -0.16832E-06   0.80119E-01
    4.80   0.37386E+05   0.52005E-06   0.18585E-06  -0.28512E-06   0.83594E-01
    5.00   0.30721E+05   0.69081E-06   0.20300E-06  -0.19914E-06   0.87069E-01
    5.20   0.25353E+05   0.78615E-06   0.22056E-06  -0.19639E-06   0.90542E-01
    5.40   0.21003E+05   0.75825E-06   0.23848E-06  -0.33569E-06   0.94015E-01
    5.60   0.17459E+05   0.83381E-06   0.25672E-06  -0.36608E-06   0.97486E-01
    5.80   0.14557E+05   0.98081E-06   0.27525E-06  -0.31719E-06   0.10096E+00
    6.00   0.12170E+05   0.10315E-05   0.29402E-06  -0.38726E-06   0.10442E+00
    6.20   0.10199E+05   0.10627E-05   0.31300E-06  -0.48961E-06   0.10789E+00
    6.40   0.85655E+04   0.11831E-05   0.33215E-06  -0.48526E-06   0.11136E+00
    6.60   0.72069E+04   0.12983E-05   0.35142E-06  -0.49137E-06   0.11482E+00
    6.80   0.60738E+04   0.13507E-05   0.37077E-06  -0.58913E-06   0.11829E+00
    7.00   0.51263E+04   0.14336E-05   0.39015E-06  -0.65262E-06   0.12175E+00
    7.20   0.43319E+04   0.15643E-05   0.40952E-06  -0.65223E-06   0.12521E+00
    7.40   0.36646E+04   0.16619E-05   0.42884E-06  -0.70676E-06   0.12867E+00
    7.60   0.31030E+04   0.17377E-05   0.44804E-06  -0.80407E-06   0.13213E+00
    7.80   0.26295E+04   0.18536E-05   0.46708E-06  -0.84426E-06   0.13558E+00
    8.00   0.22296E+04   0.19809E-05   0.48590E-06  -0.87060E-06   0.13904E+00
    8.20   0.18916E+04   0.20780E-05   0.50444E-06  -0.95785E-06   0.14249E+00
    8.40   0.16055E+04   0.21811E-05   0.52266E-06  -0.10436E-05   0.14594E+00
    8.60   0.13632E+04   0.23130E-05   0.54047E-06  -0.10817E-05   0.14939E+00
    8.80   0.11577E+04   0.24363E-05   0.55783E-06  -0.11439E-05   0.15284E+00
    9.00   0.98338E+03   0.25441E-05   0.57468E-06  -0.12484E-05   0.15628E+00
    9.20   0.83541E+03   0.26690E-05   0.59095E-06  -0.13252E-05   0.15972E+00
    9.40   0.70978E+03   0.28065E-05   0.60658E-06  -0.13812E-05   0.16317E+00
    9.60   0.60307E+03   0.29304E-05   0.62151E-06  -0.14785E-05   0.16661E+00
    9.80   0.51244E+03   0.30528E-05   0.63570E-06  -0.15908E-05   0.17004E+00
   10.00   0.43544E+03   0.31913E-05   0.64909E-06  -0.16706E-05   0.17348E+00
   10.20   0.37005E+03   0.33300E-05   0.66165E-06  -0.17585E-05   0.17691E+00
   10.40   0.31451E+03   0.34590E-05   0.67337E-06  -0.18849E-05   0.18034E+00
   10.60   0.26736E+03   0.35945E-05   0.68422E-06  -0.20030E-05   0.18377E+00
   10.80   0.22733E+03   0.37394E-05   0.69424E-06  -0.21011E-05   0.18720E+00
   11.00   0.19337E+03   0.38789E-05   0.70347E-06  -0.22262E-05   0.19062E+00
   11.20   0.16457E+03   0.40150E-05   0.71198E-06  -0.23736E-05   0.19405E+00
   11.40   0.14016E+03   0.41593E-05   0.71989E-06  -0.25016E-05   0.19746E+00
   11.60   0.11947E+03   0.43060E-05   0.72737E-06  -0.26287E-05   0.20088E+00
   11.80   0.10194E+03   0.44470E-05   0.73463E-06  -0.27852E-05   0.20430E+00
   12.00   0.87107E+02   0.45894E-05   0.74197E-06  -0.29435E-05   0.20771E+00
   12.20   0.74553E+02   0.47375E-05   0.74971E-06  -0.30842E-05   0.21112E+00
   12.40   0.63932E+02   0.48836E-05   0.75826E-06  -0.32363E-05   0.21453E+00
   12.60   0.54949E+02   0.50263E-05   0.76809E-06  -0.34040E-05   0.21793E+00
   12.80   0.47351E+02   0.51722E-05   0.77971E-06  -0.35578E-05   0.22133E+00
   13.00   0.40925E+02   0.53201E-05   0.79368E-06  -0.37004E-05   0.22473E+00
   13.20   0.35487E+02   0.54644E-05   0.81056E-06  -0.38509E-05   0.22813E+00
   13.40   0.30884E+02   0.56077E-05   0.83093E-06  -0.39958E-05   0.23152E+00
   13.60   0.26983E+02   0.57535E-05   0.85531E-06  -0.41199E-05   0.23491E+00
   13.80   0.23674E+02   0.58982E-05   0.88413E-06  -0.42340E-05   0.23830E+00
   14.00   0.20861E+02   0.60397E-05   0.91776E-06  -0.43399E-05   0.24169E+00
   14.20   0.18464E+02   0.61813E-05   0.95639E-06  -0.44259E-05   0.24507E+00
   14.40   0.16418E+02   0.63235E-05   0.10001E-05  -0.44926E-05   0.24845E+00
   14.60   0.14663E+02   0.64630E-05   0.10487E-05  -0.45431E-05   0.25182E+00
   14.80   0.13154E+02   0.66001E-05   0.11020E-05  -0.45737E-05   0.25520E+00
   15.00   0.11850E+02   0.67371E-05   0.11596E-05  -0.45869E-05   0.25857E+00
E=550
    1.00   0.20408E+08  -0.47688E-05  -0.46822E-08  -0.47450E-05   0.17432E-01
    1.20   0.99010E+07   0.36867E-05  -0.31299E-08   0.37380E-05   0.20933E-01
    1.40   0.53677E+07   0.37032E-06  -0.66307E-10   0.33927E-06   0.24409E-01
    1.60   0.31538E+07  -0.16268E-06   0.45121E-08  -0.27159E-06   0.27892E-01
    1.80   0.19690E+07  -0.23301E-06   0.10561E-07  -0.22165E-06   0.31383E-01
    2.00   0.12887E+07  -0.16815E-06   0.18011E-07  -0.16242E-06   0.34869E-01
    2.20   0.87581E+06   0.49683E-06   0.26781E-07   0.36717E-06   0.38352E-01
    2.40   0.61365E+06   0.26022E-06   0.36787E-07   0.13360E-06   0.41837E-01
    2.60   0.44093E+06  -0.24878E-06   0.47944E-07  -0.33421E-06   0.45322E-01
    2.80   0.32355E+06   0.15292E-06   0.60172E-07  -0.74930E-08   0.48805E-01
    3.00   0.24167E+06   0.48312E-06   0.73396E-07   0.25083E-06   0.52288E-01
    3.20   0.18327E+06   0.13051E-06   0.87543E-07  -0.11046E-06   0.55771E-01
    3.40   0.14079E+06   0.48866E-07   0.10255E-06  -0.22994E-06   0.59252E-01
    3.60   0.10938E+06   0.40486E-06   0.11835E-06   0.53977E-07   0.62733E-01
    3.80   0.85804E+05   0.42989E-06   0.13488E-06   0.23540E-07   0.66213E-01
    4.00   0.67885E+05   0.23243E-06   0.15209E-06  -0.22793E-06   0.69693E-01
    4.20   0.54109E+05   0.35727E-06   0.16992E-06  -0.16948E-06   0.73172E-01
    4.40   0.43410E+05   0.55829E-06   0.18833E-06  -0.35459E-07   0.76649E-01
    4.60   0.35026E+05   0.49785E-06   0.20726E-06  -0.17367E-06   0.80126E-01
    4.80   0.28405E+05   0.46506E-06   0.22666E-06  -0.29140E-06   0.83602E-01
    5.00   0.23137E+05   0.63027E-06   0.24648E-06  -0.19919E-06   0.87077E-01
    5.20   0.18921E+05   0.71996E-06   0.26667E-06  -0.19220E-06   0.90551E-01
    5.40   0.15526E+05   0.68592E-06   0.28718E-06  -0.33388E-06   0.94023E-01
    5.60   0.12779E+05   0.75494E-06   0.30796E-06  -0.36166E-06   0.97495E-01
    5.80   0.10546E+05   0.89527E-06   0.32895E-06  -0.30477E-06   0.10097E+00
