 E=   500.00000000000000     
    9.80,   0.31604E+02,   0.10322E-05
   10.00,   0.26841E+02,   0.11075E-05
   10.20,   0.23005E+02,   0.11925E-05
   10.40,   0.19880E+02,   0.12858E-05
   10.60,   0.17301E+02,   0.13853E-05
   10.80,   0.15144E+02,   0.14888E-05
   11.00,   0.13314E+02,   0.15942E-05
   11.20,   0.11740E+02,   0.16997E-05
   11.40,   0.10370E+02,   0.18037E-05
   11.60,   0.91641E+01,   0.19048E-05
   11.80,   0.80936E+01,   0.20020E-05
   12.00,   0.71371E+01,   0.20946E-05
   12.20,   0.62786E+01,   0.21820E-05
   12.40,   0.55064E+01,   0.22638E-05
   12.60,   0.48114E+01,   0.23394E-05
   12.80,   0.41865E+01,   0.24087E-05
   13.00,   0.36259E+01,   0.24713E-05
   13.20,   0.31247E+01,   0.25268E-05
   13.40,   0.26785E+01,   0.25748E-05
   13.60,   0.22833E+01,   0.26149E-05
   13.80,   0.19353E+01,   0.26465E-05
   14.00,   0.16307E+01,   0.26692E-05
   14.20,   0.13659E+01,   0.26823E-05
   14.40,   0.11374E+01,   0.26853E-05
   14.60,   0.94167E+00,   0.26780E-05
   14.80,   0.77542E+00,   0.26601E-05
   15.00,   0.63540E+00,   0.26320E-05
 E=   800.00000000000000     
    2.00,   0.57873E+06,   0.65301E-07
    2.20,   0.38514E+06,   0.85206E-07
    2.40,   0.26350E+06,   0.10695E-06
    2.60,   0.18437E+06,   0.13034E-06
    2.80,   0.13139E+06,   0.15522E-06
    3.00,   0.95062E+05,   0.18143E-06
    3.20,   0.69649E+05,   0.20882E-06
    3.40,   0.51566E+05,   0.23725E-06
    3.60,   0.38512E+05,   0.26657E-06
    3.80,   0.28972E+05,   0.29664E-06
    4.00,   0.21926E+05,   0.32730E-06
    4.20,   0.16677E+05,   0.35840E-06
    4.40,   0.12736E+05,   0.38977E-06
    4.60,   0.97582E+04,   0.42124E-06
    4.80,   0.74960E+04,   0.45260E-06
    5.00,   0.57698E+04,   0.48366E-06
    5.20,   0.44478E+04,   0.51420E-06
    5.40,   0.34324E+04,   0.54398E-06
    5.60,   0.26507E+04,   0.57275E-06
    5.80,   0.20480E+04,   0.60027E-06
    6.00,   0.15827E+04,   0.62628E-06
    6.20,   0.12233E+04,   0.65053E-06
    6.40,   0.94560E+03,   0.67280E-06
    6.60,   0.73112E+03,   0.69293E-06
    6.80,   0.56554E+03,   0.71082E-06
    7.00,   0.43781E+03,   0.72652E-06
    7.20,   0.33938E+03,   0.74027E-06
    7.40,   0.26362E+03,   0.75254E-06
    7.60,   0.20536E+03,   0.76414E-06
    7.80,   0.16061E+03,   0.77623E-06
    8.00,   0.12627E+03,   0.79039E-06
    8.20,   0.99917E+02,   0.80859E-06
    8.40,   0.79686E+02,   0.83302E-06
    8.60,   0.64133E+02,   0.86596E-06
    8.80,   0.52142E+02,   0.90946E-06
    9.00,   0.42857E+02,   0.96498E-06
    9.20,   0.35621E+02,   0.10332E-05
    9.40,   0.29934E+02,   0.11138E-05
    9.60,   0.25415E+02,   0.12055E-05
    9.80,   0.21777E+02,   0.13062E-05
   10.00,   0.18805E+02,   0.14136E-05
